Date,Open,High,Low,Close,Volume
10/28/2025,"70.05","70.90","69.95","70.16","12,730,490"
10/27/2025,"69.78","70.12","69.25","70.06","13,800,050"
10/24/2025,"69.91","70.05","69.65","69.71","15,688,200"
10/23/2025,"70.81","70.93","69.72","69.94","13,989,410"
10/22/2025,"71.36","71.62","70.51","70.81","18,292,949"
10/21/2025,"70.57","71.39","70.23","71.22","33,651,301"
10/20/2025,"68.43","68.64","67.92","68.44","17,786,779"
10/17/2025,"68.00","68.50","67.80","68.44","15,541,770"
10/16/2025,"67.18","68.11","67.16","67.59","15,707,230"
10/15/2025,"67.27","67.72","66.92","67.08","11,193,720"
10/14/2025,"66.87","67.57","66.75","67.51","14,245,560"
10/13/2025,"66.23","66.80","66.00","66.80","13,690,030"
10/10/2025,"66.52","67.40","66.38","67.04","17,991,740"
10/09/2025,"66.29","66.80","66.12","66.37","12,705,190"
10/08/2025,"66.67","66.87","66.06","66.12","12,606,680"
10/07/2025,"66.23","67.26","65.87","66.79","13,328,270"
10/06/2025,"66.49","66.50","65.84","66.10","14,333,320"
10/03/2025,"66.10","66.99","66.04","66.65","12,249,240"
10/02/2025,"66.53","66.65","65.86","66.10","14,350,720"
10/01/2025,"66.51","66.83","66.29","66.78","14,877,540"
09/30/2025,"66.07","66.64","65.96","66.32","13,814,990"
09/29/2025,"65.67","66.10","65.35","66.04","14,818,530"
09/26/2025,"66.07","66.34","65.50","65.67","17,821,570"
09/25/2025,"66.75","66.92","65.95","65.98","14,395,010"
09/24/2025,"66.41","66.78","65.96","66.45","14,759,290"
09/23/2025,"66.35","66.76","65.90","66.71","15,072,790"
09/22/2025,"66.16","66.59","66.08","66.21","13,298,740"
09/19/2025,"66.49","66.73","66.05","66.43","31,192,850"
09/18/2025,"66.80","67.04","66.35","66.46","17,722,920"
09/17/2025,"66.41","67.13","66.41","67.04","17,372,330"
09/16/2025,"66.35","66.51","66.06","66.24","18,555,910"
09/15/2025,"66.68","66.78","66.10","66.21","15,986,130"
09/12/2025,"67.60","67.72","66.94","67.01","18,712,350"
09/11/2025,"67.92","68.17","67.58","67.62","15,128,730"
09/10/2025,"67.79","68.09","67.21","67.82","16,041,930"
09/09/2025,"67.28","68.11","67.28","67.86","14,120,570"
09/08/2025,"67.86","67.88","67.16","67.43","21,671,750"
09/05/2025,"68.01","68.58","67.87","67.96","23,978,000"
09/04/2025,"69.11","69.46","68.12","68.25","16,736,010"
09/03/2025,"68.66","69.10","67.37","68.99","33,581,488"
09/02/2025,"68.96","69.34","68.26","69.06","24,770,070"
08/29/2025,"68.67","69.14","68.43","68.99","14,601,090"
08/28/2025,"68.88","68.90","68.28","68.36","16,209,870"
08/27/2025,"68.82","68.87","68.47","68.83","11,562,740"
08/26/2025,"69.04","69.08","68.58","68.73","17,964,230"
08/25/2025,"70.11","70.23","68.72","68.93","13,634,560"
08/22/2025,"70.96","71.02","69.92","70.13","12,999,610"
08/21/2025,"70.60","70.91","70.33","70.66","8,840,427"
08/20/2025,"70.74","71.71","70.41","70.70","17,530,850"
08/19/2025,"69.30","70.22","69.24","70.13","13,862,210"
08/18/2025,"69.98","70.05","69.05","69.13","14,094,880"
08/15/2025,"69.74","70.39","69.57","69.92","12,381,110"
08/14/2025,"70.38","70.46","69.39","69.55","10,722,370"
08/13/2025,"70.69","70.77","70.23","70.46","10,356,520"
08/12/2025,"70.82","71.06","70.22","70.71","11,065,040"
08/11/2025,"70.30","70.86","69.96","70.75","10,909,370"
08/08/2025,"70.37","70.87","70.08","70.34","9,232,651"
08/07/2025,"69.46","70.72","69.33","70.43","15,790,800"
08/06/2025,"69.12","69.80","68.63","69.51","10,782,980"
08/05/2025,"68.90","69.49","68.75","69.05","11,993,390"
08/04/2025,"68.72","69.09","68.31","68.96","10,701,530"
08/01/2025,"68.60","69.04","68.27","68.86","16,107,510"
07/31/2025,"68.15","68.65","67.74","67.89","17,193,420"
07/30/2025,"69.11","69.33","68.53","68.75","10,448,180"
07/29/2025,"68.34","69.42","68.15","69.38","16,223,380"
07/28/2025,"68.74","68.90","68.06","68.09","13,668,800"
07/25/2025,"69.13","69.23","68.75","69.17","12,574,820"
07/24/2025,"69.26","69.55","68.99","69.10","12,511,370"
07/23/2025,"69.66","69.74","68.60","69.16","21,029,990"
07/22/2025,"69.45","70.26","68.69","69.66","22,339,881"
07/21/2025,"70.20","70.62","69.93","70.07","17,811,721"
07/18/2025,"70.45","70.70","69.84","69.85","14,927,950"
07/17/2025,"69.81","70.69","69.51","70.59","20,464,660"
07/16/2025,"69.35","69.50","68.79","69.27","13,178,290"
07/15/2025,"69.51","69.55","69.15","69.36","12,639,810"
07/14/2025,"69.80","70.08","69.27","69.47","13,983,250"
07/11/2025,"69.57","70.16","69.25","69.87","12,916,670"
07/10/2025,"69.29","69.85","69.16","69.77","14,615,050"
07/09/2025,"70.16","70.25","68.97","69.48","33,704,121"
07/08/2025,"70.68","70.68","69.88","70.24","17,115,520"
07/07/2025,"71.37","71.37","70.80","71.01","16,984,680"
07/03/2025,"71.04","71.40","70.45","71.35","9,440,457"
07/02/2025,"71.69","71.83","70.74","70.91","13,050,240"
07/01/2025,"70.99","72.45","70.90","71.67","21,729,279"
06/30/2025,"70.13","70.79","70.09","70.75","15,428,970"
06/27/2025,"69.59","70.56","69.47","70.33","23,470,689"
06/26/2025,"69.70","69.92","69.15","69.47","14,454,090"
06/25/2025,"69.93","70.02","69.43","69.63","12,540,370"
06/24/2025,"69.95","70.35","69.69","70.21","15,216,080"
06/23/2025,"69.14","69.81","68.97","69.74","21,822,770"
06/20/2025,"69.09","69.56","68.78","68.84","40,859,434"
06/18/2025,"70.00","70.00","69.09","69.21","16,227,580"
06/17/2025,"70.38","70.46","69.58","69.62","15,437,030"
06/16/2025,"71.20","71.62","70.24","70.52","15,045,880"
06/13/2025,"71.77","71.88","70.73","71.02","17,467,160"
06/12/2025,"72.25","72.40","71.60","72.24","12,806,910"
06/11/2025,"72.27","72.36","71.76","72.07","12,718,510"
06/10/2025,"71.90","72.69","71.76","72.35","12,264,970"
06/09/2025,"71.35","71.83","71.09","71.77","12,281,340"
06/06/2025,"71.09","71.48","70.94","71.35","9,524,036"
06/05/2025,"71.38","71.46","70.84","70.91","13,535,620"
06/04/2025,"71.26","71.85","70.68","71.37","13,565,890"
06/03/2025,"71.71","71.78","70.48","71.16","20,139,770"
06/02/2025,"72.03","72.04","71.36","72.00","10,202,740"
05/30/2025,"71.61","72.47","71.61","72.10","28,019,551"
05/29/2025,"71.00","71.66","70.46","71.49","10,294,100"
05/28/2025,"71.70","71.90","71.05","71.15","8,710,896"
05/27/2025,"71.74","72.22","71.56","71.78","10,666,100"
05/23/2025,"71.54","71.98","70.69","71.77","12,822,150"
05/22/2025,"71.84","71.99","70.96","71.14","11,101,800"
05/21/2025,"71.69","72.08","71.59","71.85","12,094,420"
05/20/2025,"71.80","72.13","71.43","71.69","12,137,800"
05/19/2025,"72.03","72.17","71.64","71.93","13,282,780"
05/16/2025,"71.86","72.26","71.43","72.00","18,441,199"
05/15/2025,"69.70","71.73","69.60","71.61","19,817,100"
05/14/2025,"68.88","69.34","68.58","69.16","16,286,800"
05/13/2025,"69.59","69.69","68.87","68.96","14,389,050"
05/12/2025,"70.15","70.33","68.70","69.53","21,539,010"
05/09/2025,"70.99","71.15","70.46","70.52","11,228,950"
05/08/2025,"72.20","72.47","71.13","71.17","14,371,060"
05/07/2025,"71.72","72.69","71.67","72.40","15,025,790"
05/06/2025,"71.68","71.90","71.16","71.72","12,705,480"
05/05/2025,"71.67","71.80","71.01","71.70","11,932,690"
05/02/2025,"71.50","71.82","71.10","71.65","12,629,590"
05/01/2025,"72.00","72.04","71.23","71.29","18,034,160"
04/30/2025,"73.35","73.48","71.69","72.55","21,074,650"
04/29/2025,"71.19","72.71","70.28","72.35","16,244,060"
04/28/2025,"72.08","72.26","71.31","71.79","15,997,500"
04/25/2025,"72.65","72.92","71.13","71.91","16,315,980"
04/24/2025,"73.02","73.43","72.30","72.52","16,893,859"
04/23/2025,"73.29","73.95","72.38","73.30","16,353,930"
04/22/2025,"73.00","74.38","72.92","73.90","15,613,520"
04/21/2025,"73.38","73.47","71.82","72.77","16,037,190"
04/17/2025,"71.90","73.43","71.72","73.00","20,754,500"
04/16/2025,"72.36","72.67","71.39","71.68","15,276,220"
04/15/2025,"72.62","72.63","71.73","71.86","14,965,490"
04/14/2025,"71.30","72.66","70.93","72.45","13,930,210"
04/11/2025,"70.91","71.85","70.54","71.43","19,988,199"
04/10/2025,"70.19","71.21","68.98","70.76","22,450,160"
